Black,45
Blue,45
Brown,45
Cheetah,49
Cream,50.99
Dark Brown,44.89
Death Bot,58.49
Dmt,65
Golden Brown,45
Gray,45
Noise,61
Pink,55
Red,51.99
Robot,63
Solid Gold,699.69
Tan,49.696
Trippy,180
White,59
Zombie,48
